Job Title,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Age,python_yn,sql_yn,tableau_yn,spark_yn,aws_yn,excel_yn,job_simp,seniority,desc_len
Data Scientist,"Looking for Data scientists for 12 months contract in Kuala Lumpur.

Requirements:
Graduating students encouraged to apply (Masters/PHDs would be an advantage)
The individual MUST have proven track record (or at least possessing such capability or knowledge) of industrial implementation of various categories of work inclusive of however not limited to building a large scale recommendation system, time-series predictions (Economics, Stock Markets, Machines, etc), optimization (Genetic Algorithms, Simulated Annealing, etc), statistical analysis and modeling. Knowing image processing is a plus. Experience with formulating or implementing algorithms that are capable of evolution (automated parameters updating) would be of a great advantage.
Large data sets should excite this person
A strong knowledge of statistics and data analysis with experience in machine learning techniques (supervised and unsupervised learning), time series analysis, and experiment design
Strong analytical skills and facility with Excel (pivot tables, lookups, formulas, formatting)
SQL knowledge a must
Experience with statistical software (Matlab, SPSS, SAS, R) and Hadoop a plus
.Net, Java, HTML 5, Python, HiveQL knowledge a plus
Knowledge in Machine Learning/ â€œRâ€ programming / Python is an added advantage.
If interested, kindly send us your profile along with
No. Of years of experience in Data analysis
Current salary
Expected salary
Joining time
Willing to work for 12 months contract
Visa status
Regards,
Recruitment Team",2.0,Aitek Pte Ltd,Kuala Lumpur,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,1,1,0,0,0,1,data scientist,na,1537
Senior Data Scientist,"Senior Data Scientist for major financial institution located in KL, driving data initiative and analytics.
Your new company
A major financial institution located in the business hub of Kuala Lumpur is seeking for a competent Senior Data Scientist. The company requires extra force and skilful expert to enhance their emerging business operation in Malaysia.

Your new role
You will be responsible to create data science approach and road map to support the business needs. While being the analytics technical expert, you will develop the analytics solution that will drive tangible business outcome, and inspire the data science team to deliver analytics work that can drive productivity and optimize efficiencies.

What you'll need to succeed

Solid programming based analytics software skills ie SAS, SQL, R, Python
Proven track record in building statistical models (ie clustering, logical regression, predictive models, hypothesis testing).
Proven experience in building segmentation and creating predictive models. Good understanding of design and architecture principles.
Ability to understand and drive business strategy
Ability to communicate to all levels and simplify complex analyses in simple business languages.
Strong analytic skills, deductive reasoning, problem solving and critical thinking skills.

What you'll get in return
Attractive remuneration package and benefits is guaranteed with bright future career advancement for candidates strong data engineering, statistics, machine learning, and predictive modelling skills seeking to join a high performing team.

What you need to do now
If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV. If this job isn't quite right for you but you are looking for a new position in Finance Technology, please contact Jo Synn Tan at 60327868600 or email to josynn.tan@hays.com.my for a confidential discussion on your career.",3.9,Hays,Kuala Lumpur,5001 to 10000 Employees,1968,Company - Private,-1,-1,$1 to $2 billion (USD),52,1,1,0,0,0,0,data scientist,senior,1945
Data & Analytics Chapter - Data Engineer,"Purpose and Mission
As a Data Engineer, you will work closely with a multi-disciplinary scrum teams to build structured, high-quality data solutions. These solutions will be leveraged across Global Product Development Informatics (PDIX) to help our teams fulfill our mission: to do now what patients need next.

Years of relevant working experience

3 to 5 years of relevant experience

Key competencies
Passionate about agile software processes, data-driven development, reliability, and experimentation
Basic understanding and experience with experiments (PoC), machine learning, deep learning, Neural Networks, anomaly detection, predictive analysis, exploratory data analysis, and other areas of data science, preferably in Pharma or Biotech
Ability to effectively present information to various groups of recipients
Experienced in working in matrix organization
Key responsibilities
Explore new ways of building, processing, and analysing data in order to deliver insights to our business partners
Work with cutting edge data processing frameworks, technologies, and platforms
Continuously refine data quality with testing, tooling and performance evaluation
Collaborate in multi-functional agile teams with end-to-end responsibility for product development and delivery within Global Product Development Informatics (PDIX)
Partner with architects to design systems required for optimal extraction, transformation, and loading of data from a wide variety of data sources.
Partner with data scientists and key business stakeholders to develop capabilities around data analytics and data science
Work with data and analytics experts to strive for greater functionality in our data systems
Mandatory skills
Experience in processing and extracting value from large disconnected datasets
Experience in building and optimizing ‘big data’ data pipelines, architectures and data sets
Experience in Data Science, knowledge of R or Python and its Data Science libraries
Experience with data visualization tools (eg. Shiny), data wrangling tools, and with relational or NoSQL databases
Work Experience

3 to 5 years of work experience

Academic Requirement
Minimum Bachelor's degree in related fields (Computer Science, Computer Engineering, Mathematical Engineering, Information Systems)

Travel requirement

Up to 20%

Roche is an equal opportunity employer.

Information Technology, Information Technology > IT Architecture",4.1,Roche,Petaling Jaya,10000+ Employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),124,1,1,0,0,0,0,data engineer,na,2458
Data Scientist,"-The individual should have a desire in ensuring the success transformation and adoption of the developed predictive model for the clients.

-The individual is responsible to evaluate and associate the business KPIs improvement as the result delivered by the predictive models.

-The individual will be responsible for scripting data models, automating data feeds using analytics tools to help visualize data and various ad hoc projects.

-The individual will also need to drive data science projects from beginning to end, and have working experience with business understanding, data wrangling, feature engineering, hyper-parameter tuning and model tuning.

-Strong communication skills to obtain stakeholder buy-in and convince audience on the quality of the delivered models are critical to this position.

-To work collaboratively with data scientists and analysts.

-Drive improvement in methodologies, systems and processes.

-Have a deep understanding of large data, our data structures, and how to manipulate our data in an efficient manner. -|-

-Graduating students encouraged to apply (Masters / PHDs would be an advantage)

-Candidate with experience in marketing and/or digital marketing will be an extreme added advantage

-Must possess strong passion in interrogating data and high expectation on intensive data wrangling and cleansing activities

-Candidate with experience and strong methodology in operationalizing predictive model will be an added advantage

-A strong knowledge of statistics and data analysis with experience in machine learning techniques (supervised and unsupervised learning), time series analysis, and experiment design

-Knowledge in developing custom data visualization using D3.js is an added advantage

-SQL knowledge a must

-Knowledge in Python is an added advantage.

-A desire to research new algorithms in data science and artificial intelligence",3.4,Fusionex,Petaling Jaya,201 to 500 Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,15,1,1,0,0,0,0,data scientist,na,1929
"Senior Associate - Data & Analytics, Technology Consulting","EY DnA is the
data and advanced analytics capability within EY Asia-Pacific, with over 500
specialist employees working across multiple industry sectors.

We implement information-driven
strategies and systems that help grow, optimize and protect client
organizations. We go beyond strategy and provide end to end implementation of
real life data environments and have some of the best architects, project
managers, business analysts, data scientists, big data engineers, developers
and consultants in the region.

The
opportunity

You
will be working with our high-profile clients across both the government and
private sectors, you’ll have the opportunity to affect meaningful, impactful
change for Malaysia and Malaysians.
We’re building a core team of practitioners - with skills ranging from
data architecture, information management, analytics, data science, software
engineering, devops, to Agile delivery (and much more) - to shape the future of
EY’s DnA capability in Malaysia and, with it, to redefine the role that data
and analytics will play in solving real problems that effect everyday Malaysians.

Your key
responsibilities
Work
with diverse stakeholders to identify their challenges with data that can be
addressed using various Analysis techniques.
Be
a part of a culture that focuses on delivering excellence for our clients and
work with an awesome team of people with
access to cutting edge technologies.
Flexibility
to work in the way that brings out the best in you and encourages you to do
what you love, in an environment that supports you.
Be
involved in all aspects of the Project life-cycle, including Strategy,
Road-Mapping, Architecture, Implementation and Development, to gain maximum
exposure and set you up for a successful consulting career.
To qualify for the role you
must have
At
least 3 years’ experience as an
Data Scientist
ETL developer
Data engineer
BI Developer (Data Visualisation) within
the data and analytics domain
Project
delivery toolset experience in one or more batch ETL tools (such as
Informatica, Microsoft SSIS or Talend) or open source data integration tools
(such as Kafka or Nifi)
Knowledge
and experience in end-to-end project delivery, either traditional SDLC or agile
delivery methodologies (or hybrid approaches)
Exceptional
communication, documentation and presentation skills
Degree
in Computer Science or IT or Business Analytics

Ideally, you’ll also
have
Experience
in engaging with both technical and non-technical stakeholders
Consulting
experience and background, including engaging directly with clients
Experience
in a delivery role on Business Intelligence, Data Warehousing, Big Data or
analytics projects
What
we look for

Highly motivated individuals with excellent
problem-solving skills and the ability to prioritize shifting workloads in a
rapidly changing industry. An effective communicator, you’ll be a confident team
player equipped with strong people management skills and a genuine passion to
make things happen in a dynamic organization. If you’re ready to take on a wide
range of responsibilities, and are committed to seeking out new ways to make a
difference, this role is for you.

What
working at EY offers

EY offers a competitive remuneration package
commensurate with your work experience, where you will be rewarded for your
individual and team performance. We are committed to being an inclusive
employer and are happy to consider flexible working arrangements (FWA), as
needed, guided by our FWA Policy. Plus, we offer:
Support, coaching and feedback
from engaging colleagues
Opportunities to develop new
skills and progress your career
The freedom and flexibility to
handle your role in a way that is right for you
About
EY

As a global leader in assurance, tax, strategy
and transaction and consulting services, we hire and develop the most
passionate people in their field to help build a better working world. This
starts with a culture that believes in giving you the training, opportunities
and creative freedom to make things better. So that whenever you join, however
long you stay, the exceptional EY experience lasts a lifetime.

If you
can confidently demonstrate that you meet the criteria above, please contact us
as soon as possible.

Join
us in building a better working world.

Apply
now",3.8,EY,Kuala Lumpur,10000+ Employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),31,0,0,0,0,0,1,na,senior,4414
Lead Data Scientist,"Job Description

Why AirAsia?

Are you ready to take off and be part of the Allstar employee? Whether you’re applying for a developer, customer happiness or crew, at AirAsia we act as One AirAsia.

If you are hungry to make a difference with one of the most well known low-cost airlines and to work in the dynamic technology hub, this is the job for you.

The Data Science Centre of Excellence (CoE) comes under the Digital & Technology Group which is responsible for spearheading digital transformation across AirAsia. The CoE works on business and operations problems across all entities in the AirAsia Group. Key problems you will solve include improving revenue and reducing costs through large-scale data federation, predictive and prescriptive analytics, state-of-the-art machine/deep learning, intelligent scheduling and optimization, and other advanced techniques.

What You’ll Do:

Improve models and algorithms to further optimize business outcomes.

Collaborate and work across functional and multidisciplinary teams in a dynamic environment to develop an understanding of evolving/agile business needs.

Work in the following areas:

Machine Learning

Understanding of machine learning algorithms such as k-NN, Naive Bayes, SVM, Decision trees.

Experience using ML frameworks such as TensorFlow, PyTorch, or scikit-learn.

Experience with Google Cloud Platform products and services such as Vision API, Recommendations API, Cloud Natural Language.

An in depth knowledge of AI techniques, their real-world advantages/drawbacks, and ability to prescribe and implement feasible and appropriate conventional/AI related techniques that serve as solutions to problems.

Algorithm Engineering

Strong ability to implement, improve, and deploy ML and Math models in Golang or Python.

Conduct systems tests for security, performance, and availability.

Develop and maintain the design and troubleshooting/error documentation.

Create cost effective scalable systems and develop innovative algorithm solutions.

Research on algorithm improvements for higher performance, accuracy, and optimality.

Operations Research

Familiar with modelling problems as mathematical programming, constraint satisfaction, particle swarm optimization and other appropriate OR methodologies.

Familiar with tools such as Cplex, Gurobi, Google OR-Tools.

Knowledge of advanced statistical and Operations Research techniques and concepts and experience with applications development.

Decision intelligence

Drive decision science aspects as a standard user experience -staff or customer- process (cognitive biases, cross-cultural reasoning, statistical interpretation, human factor impact, algorithmic bias etc.).

Actively showcase the added value of design thinking, data-driven decisions, agile and user-centric methods.

Support research (user and markets) and data processes for enhanced decision quality.

Develop strategic action plans integrating human factors and data science to improve AI driven decisions and choice architecture (persuasive design)

Who You Are

BS/MS/PhD in Science (Statistics, Management, Cognitive / Psychology, AI, Analytics, Marketing, Design, HCI).

Up to 12 yrs relevant experience beyond first degree.

Experience with common data science toolkits, programming languages, visualisation tools and SQL/NoSQL databases.

Good applied statistical knowledge with emphasis in business and finance related statistical distributions, statistical testing, modeling, regression analysis, etc.

Experience with distributed computing platforms and open-source tools and libraries.

Experience developing and deploying to the cloud.

Familiar or prone to adopt design thinking methods.

Able to work under pressure and change, and balance among speed, reliability, interpretability.

Good working knowledge of productivity tools such as G Suite, Git, Jira, Confluence.

Experience with code versioning, code review and documentation.

Ability to identify challenges. build relationships, and communicate across functions and geographies, and deliver successful solutions.

Strong problem solving skills with an emphasis on business solution product development.

Ability to mentor junior data scientists.

If you choose to Apply with LinkedIn, please verify that your personal information and experience auto-populate in the appropriate fields, as your profile may not match the format for our site.

We are all different - one talent to another - that is how we rely on our differences. At AirAsia, you will be treated fairly and given all chances to be the best. We committed to creating a diverse work environment and are proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.",3.6,AirAsia,Kuala Lumpur,5001 to 10000 Employees,1994,Company - Public,Airlines,Travel & Tourism,Unknown / Non-Applicable,26,1,1,0,0,0,1,data scientist,senior,4996
Sr Big Data Consultant,"Are you passionate about analytics? Would you like to help customers become more data driven to achieve their business goals? Do you want to learn the very latest in cloud web services technologies and apply them to some of the most interesting analytics workloads in the world? Are you skilled at helping customers and partners to address their Big Data and Analytics projects using cloud computing architectures?
At Amazon Web Services (AWS), were hiring technical Big Data and Analytics consultants to help our customers & partners develop technical expertise and capacity, and to work with our partners on key customer engagements.

Within the diverse Professional Services team, this role specializes in a variety of Big Data and Analytics aspects using cloud web services in large scale computing environments. Our Big Data and Analytics consultants deliver architecture guidance, lead projects, conduct customer workshops and implement complex data analytics workloads with our customers and partners.
Responsibilities include:
· Expertise - Collaborate with AWS field sales, pre-sales, training and support teams to help customers and partners learn and use AWS services such as Amazon Elastic Compute Cloud (EC2), Amazon Simple Storage Service (S3), Amazon Elastic Map Reduce (EMR), Amazon SageMaker (development of advanced analytics and Machine Learning pipelines), AWS Glue (serverless Apache Spark workloads), AWS Lambda (serverless computing), etc.

· Solutions - Define and deliver on-site technical engagements with partners and customers. This includes participating in pre-sales meetings & visits, understanding customer Big Data and Analytics requirements, and proposing and delivering packaged offerings, as well as delivering custom solution engagements.

· Delivery - Engagements include short on-site projects proving the use of AWS services to support new distributed computing solutions that often span private cloud and public cloud services. Engagements will include migration of existing applications and development of new applications using AWS cloud services.

· Insights - Work with AWS engineering, support and business teams to convey partner and customer feedback as input to AWS technology roadmaps.

Basic Qualifications

· 1+ years of experience in cloud
· 10+ years of experience with direct customer interaction
· 5+ years of experience with any of the following technologies: Databases (SQL/NoSQL, MongoDB, Cassandra, MariaDB, PostgreSQL), Big Data open source tools (Hadoop, Spark), Big Data proprietary tools (Hortonworks, Cloudera) programing experience (Java, Python, R, Julia, SQL) BI tools (Tableau, Power BI, Spotfire, Microstrategy, Cognos, etc).
· Business level command of English language, reading, writing and speaking.
· BS level degree required or equivalent
· Travel to customer locations may be required to support pre-sales and delivery of professional services, as needed.

Preferred Qualifications

· Current, large scale project implementation experience required.
· Strong verbal and written communications skills and ability to lead effectively across organizations.
· Project experience with key vertical markets such as Financial Sector, Telecom, and Utilities.
· Ability to think strategically about business, product, and technical challenges.
· Technical and analytical skills, possessing 7+ years of IT implementation/consulting experience.
· Implementation of AWS services in a distributed environments with large data pipelines using technologies such as Microsoft, IBM, Oracle, HP, SAP etc.
· BS level degree in computer science, business or math background preferred.
· Ability to understand and educate customers on cloud computing technologies and workload transition challenges.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.",3.9,Amazon,Kuala Lumpur,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),26,1,1,1,1,1,0,na,senior,4047
Data Scientist Manager,"Be a part of a major insurance player located in KL, driving big data initiative and implementation.

Your new company
A major financial institution located in the business hub of Kuala Lumpur is seeking for a competent Senior Data Scientist. They are looking for a Manager to lead the Big Data Team, driving AI and Analytics initiative within the organisation.

Your new role
You will be responsible to manage and empower the Big Data Team, driving multiple projects collaborating within the organisation. You are in a position to channel these findings to a technical and business audience, a key representative of the organisation.

What you'll need to succeed

Required to be solid with coding on Python, come from an in depth modelling experience – Descriptive and Predictive. Familiar with Pyspark.
Experience in cloud - mainly on AWS.
Required to have experience in SAS Programming and Visualisation tools (Tableau/PowerBI)
Needs to have at least 4 - 5 years’ experience, able to work independently with minimum supervision.

What you'll get in return
Attractive remuneration package and benefits is guaranteed with bright future career advancement for candidates strong data engineering, statistics, machine learning, and predictive modelling skills seeking to lead a high performing team.

What you need to do now
If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV. If this job isn't quite right for you but you are looking for a new position in Information Technology, please contact Ili Karmila at +60327868600 or email to ilikarmila@hays.com.my for a confidential discussion on your career.",3.9,Hays,Kuala Lumpur,5001 to 10000 Employees,1968,Company - Private,-1,-1,$1 to $2 billion (USD),52,1,0,1,1,1,0,data scientist,na,1664
INTERNSHIP FOR DATA SCIENTIST,"Job Scope

Develop online marketing to create aware of Statworks Solutions
Engage and Manage website & social media channels to market the solutions
Engage with the customers via cold calls or emails or whatsapp
Ensure customers receive timely messaging and content
Work day-to-day with the sales/marketing, content and product teams
Conceptualize images & videos for digital marketing
Handle Data Science/GISAnalytics process using our solutions: IBM SPSS/Watson/Tibco Spotfire/NVivo/ESRI
Leverage analytics to identify data patterns or build analytics
Build data visualization in dashboard application to display reports
JOB REQUIREMENTS

Requirements

Working towards a degree in analytical / quantitative / qualitative / GIS such as statistics, economics, mathematics, GIS or computer science
Knowledge of Data Science / GIS / Programmer language
Strong communication skills and desire to work in a team environment
Exceptional analytical and problem-solving skills
Self-starter and independent attitude
Experience with Phyton / SAS / Tableau / R/ SPSS/ Nvivo
Fluent in Bahasa Malaysia & English
Allowance will be provided

ADDITIONAL INFORMATION

Please submit your resume/CV to syafika@statwks.com

SKILL LEVEL
Fresh/Entry Level",2.0,STATWORKS GROUP,Petaling Jaya,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,0,0,1,0,0,0,data scientist,na,1263
Senior Data Scientist,"To join one of Asia's Best Data Science & Analytics best practices company

To be exposed to a wealth and diversified large amount of data

About Our Client

Our client is one of Asia's leading Data Science and Analytics driven company. Having a strong presence from multiple industries, they have data source (s) which is stretched out wide and far and hence put their data science department as one of the main focused area as they are a big believer in advanced analytics.

Job Description

They are currently looking for an experienced individual to must be able to work across departments and IT teams to dissect, collect and analyse the data accordingly. Other responsibilities includes:

To find the problem statement and diagnose the issues using strategic and advanced analytics to find solutions and to create proposals and business suggestions
To create statistical and machine learning predictive models in multiple technologies to support the stakeholders and clients goals
To drive and continuously lead new-edge and creative initiatives for the ongoing continuous improvements
To define activities, directions and time lines on the data sciences projects
The Successful Applicant

In order to be successful, the aspiring candidate would need to have a strong data science & analytics background and have the relevant tool set skills. Other essential criteria includes :

Bachelor Degree in Mathematics, Statistics, Computer Science or any other related disciplines
At least 5-6 years in Data Analysis/Risk Analysis or Scorecard Reporting systems
Strong programming and statistical modelling skills with key tools such as SAS, R, Weka, MATLAB , Python and Linux among others
What's on Offer
To join one of Asia's Best Data Science & Analytics best practices company
To be exposed to a wealth and diversified large amount of data
To work exclusively with stakeholders and decision makers
Contact:
Irwin Ng
Quote job ref: 4128861
+603 2302 4068
Function:
IT
Specialisation:
Business Intelligence
Industry:
Business Services
Location:
Kuala Lumpur
Contract Type:
Permanent
Consultant name:
Irwin Ng
Consultant contact:
+603 2302 4068",3.5,Michael Page,Kuala Lumpur,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Less than $1 million (USD),-1,1,0,0,0,0,0,data scientist,senior,2188
Senior Data Scientist,"As a Senior Data Analyst, you will provide actionable insight through a combination of data visualization, story-telling and analysis through SQL/Python. Beyond analyzing data this person will define the analysis scopes that the sales team use to pitch for their media clients by developing a deep understanding of client’s business and integrating with consumer insights. This person has a strong technical and quantitative background, and the ability to translate complex concepts to a range of audiences.

Conduct quantitative research through statistical analysis in SQL or Python and develop actionable insights
Collaborate with stakeholders in other departments to execute on strategic initiatives through project-based research and ad-hoc analysis
Develop statistical and machine learning models like supervised and unsupervised learning on customer and product data sets to identify key drivers of the business
Drive efficiencies in business with automation of data and information, and identify areas of opportunity where existing data could provide enhanced business benefit
Translate technical findings to non-technical audiences, and communicate it through the use of well-designed visualizations using tools such as Tableau, etc.
Ability to attend to tight timeline and multi-tasking
Perform other responsibilities as required by the organization

What skills and experience you will need?

B.S or M.S degree preferably in an Applied Math discipline such as Statistics, Business Analytics, Econometrics, Data Science, or other similarly quantitative analysis subject
Quantitative analysis background with 5+ years of experience using data to solve problems and effectively answer business most pressing questions
Extensive SQL/Python experience, querying large and complex data sets and build effective visualizations
Exceptional analytical and problem-solving abilities
Ability to apply data science concepts like Regression, Decision Trees, Neural Network to solve real-world business problems using Python
Knowledge of Tableau and AWS related skills such as S3, EC2, EMR, Spark, Athena, RedShift or DynamoDB will be added advantages

Unfortunately, we are only able to contact shortlisted applicants. We encourage you to continuously visit our website www.ada-asia.com for regular updates on available roles.",3.1,ADA,Kuala Lumpur,51 to 200 Employees,1984,Unknown,-1,-1,$25 to $50 million (USD),36,1,1,1,1,1,0,data scientist,senior,2343
PRINCIPAL DATA SCIENTIST,"PRINCIPAL DATA SCIENTIST

Date: 15-Sep-2020

Location: Petaling Jaya, MY

Company: Celcom Axiata Berhad

Job Description

JOB PURPOSE

Collaborate, strategies and manage stakeholders in order to meet business requirement to meet higher incremental revenue by building and delivering statistical models to business.

ACCOUNTABILITIES /KEY RESPONSIBILITIES

Lead, coach and strategies the team of data scientist for continual improvement of predictive models for better incremental revenue

Lead the research and development of new experimentation methods, statistical techniques and causal inference approaches

Control, oversee and accountable of the quality of deliverables by Senior Data Scientist and Data Scientist

Develop and deliver business roadmap to meet yearly business plan requirement by integrating data science, advance analytics and machine learning as the key initiatives

Analyze system gaps required to provide business solution and drive the implementation to fix the gaps

Build and deliver complex models by using deep learning and advance machine learning techniques to cater for the business gap identified

Prepare slides and delivers presentations to articulate findings of advance analysis and models to management and necessary stakeholders

Collaborate and establish a close working relationship with stakeholders to ensure business requirement is met and delivered in timely manner

Propose new revenue generation by analyzing business gaps for higher incremental revenue

QUALIFICATIONS, EXPERIENCE & SKILLS/COMPETENCIES

QUALIFICATIONS:

Preferably Master’s Degree in engineering, statistics, computer science or related field

Or BA/BS degree engineering, statistics, computer science or related field

EXPERIENCE:

Master’s Degree with minimum 10 or more years of work experience of relevant quantitative and qualitative research and analytics and machine learning

Or BA/BS degree with minimum 12 or more years of work experience of relevant quantitative and qualitative research and analytics and machine learning

5 years of experience in leading a team

TECHNICAL & BEHAVIOURAL COMPETENCIES/ SKILLS

TECHNICAL & BEHAVIOURAL COMPETENCIES/ SKILLS

Knowledge of telecommunication industry with knowledge of business/functional areas is preferred
Advance knowledge SQL, Python, R, Spark R or equivalent
Advanced knowledge of Big Data analysis and management with Apache tools such as Cloudera, Zookeeper, Pig, Hive, HBase, Solr etc
Strong experience with machine learning algorithms and classifiers such as k-NN, Naive Bayes, SVM, Random Forest, Linear Regression, ARIMA, Neural Nets, Deep learning, etc.
Advanced knowledge of data management and maintenance through tools such as Data warehousing solutions, ETL, SAP Data Management, SSIS, Cloud technologies etc
Advanced knowledge of technical work-flow tracking through tools such as Linus, Apache Sqoop and Apache Oozie
Solid knowledge of and experience with Agile software development or Sprint Design
Excellent consulting skills, oral and written communication, presentation, and analytical skills",4.1,Celcom Axiata Berhad,Petaling Jaya,1001 to 5000 Employees,-1,Company - Private,Telecommunications Services,Telecommunications,$5 to $10 million (USD),-1,1,1,0,1,0,1,data scientist,senior,3148
Data & Advanced Analytics Architect,"Imagine a future where you architect revolutionary cloud solutions to enable the use of data and generate powerful insights

Join us in this role where you’ll be a central part of our core team which ensures that the architecture of the shared infrastructure and tooling of the data lake supports the needs of the business and is aligned with the strategy of and vision of the Group’s data ecosystem. In particular, the Data & Advanced Analytics Architect ensures that the priorities of the core development team are aligned with priorities in ARTs and projects so that the value creation of the data lake is maximised.

Welcome to Data & Advanced Analytics
The Data & Advanced Analytics team is one of five teams in Architecture, Data & Technology (ADT) in the Group’s IT department and consists of 25 professionals within the areas of data management, data engineering, data science, and platform engineering. Our team is committed to delivering on the Group’s Digital Strategy by making data available, extracting insights and value from data, and applying domain expertise, tools and technology, and contemporary analytics.

You’ll play an important role in:

defining the architecture of the Ørsted Data Ecosystem (ØDE)
maintaining and implementing the processes of ØDE
assessing requests from ØDE clients such as ARTs, projects, and change requests and evaluating whether the case is suitable for the ØDE architecture
aligning the Ørsted Data Lake (ØDL) architecture with the ARTs for technology choice and solutions in the ARTs
maintaining the ØDL core team backlog to ensure alignment with architecture and strategy internally within ADT as well as prioritising the requests from ARTs and projects
supporting and coaching ØDL data engineers and data scientists in data pipeline designs, model, and applications development.

To succeed in the role, you:
have experience with professional software development and operations
have experience with software development in Python
have experience with application architecture and cloud architecture
have experience with DevOps, unit testing, and CI/CD (e.g. using Azure DevOps)
have a bachelor’s or master’s degree in a relevant field, such as engineering or computer science
are a team player, willing to learn new technologies and methods, and are happy to drive progress.

Join a world leader in green energy
Ørsted is a global leader in offshore wind energy and ranked the world’s most sustainable energy company. To be a frontrunner, we invest significantly in employee development and from the moment you join us, we’ll support your personal and professional growth. Here, you’ll get the opportunities that will unleash your full potential, and you’ll experience a collaborative, diverse, and dynamic work environment.

Shape the future with us
Send your application no later than 31 October 2020. We’ll be conducting interviews on a continuous basis.

Don’t hesitate to contact Tristan El Jed, Data & Advanced Analytics Team Lead in ADT GDC, at recruitement_MY@orsted.dk if you’d like to know more about the position.

Please note that you’re expected to do some travelling in relation to your work, as you’ll participate in Architecture, Data & Technology department meetings in Denmark as well as be involved in providing guidance for certain projects in Denmark.
About the job
Application deadline: 2020-10-31T23:59:59.0000000
Country: Malaysia
Workplace: Kuala Lumpur
Working hours: Full-time
Imagine a future with Ørsted About Ørsted
6,000 employees worldwide.
Headquartered in Denmark and operating in seven countries.
Ørsted develops, constructs and operates offshore and onshore wind farms, solar farms, energy storage facilities, and bioenergy plants, and provides energy products to its customers.
Our vision is to create a world that runs entirely on green energy.
An inclusive team

Ørsted wants all employees to have the same opportunities for impact and growth, regardless of age, nationality, disability, ethnicity, gender, sexual orientation or beliefs. We’re committed to secure an inclusive work environment characterised by a respect for all people so everyone feels free to openly share their input and ideas.

What we offer

Well-being at work.

Flexible working hours.

Reimbursement of Extended Medicals (REM).

Family friendly facilities and benefits, incl. four months maternity leave and one month working from home.",4.4,Orsted,Kuala Lumpur,5001 to 10000 Employees,2006,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD),14,1,0,0,0,0,0,na,na,4458
